OPENSFM_TRACKS_VERSION_v1
img-2020-02-17-20-58-19-908.jpg	0	842	-0.324003	-0.0617579	0.00177484	48	45	40
img-2020-02-17-20-58-19-908.jpg	1	970	-0.445059	0.019878	0.00211581	158	142	87
img-2020-02-17-20-58-19-908.jpg	2	1376	-0.259699	0.0297801	0.0338342	58	55	48
img-2020-02-17-20-58-19-908.jpg	3	955	-0.449868	0.0056307	0.00206376	95	79	53
img-2020-02-17-20-58-19-908.jpg	4	1174	-0.418667	0.0800994	0.00305647	75	62	30
img-2020-02-17-20-58-19-908.jpg	5	1291	-0.311532	-0.244074	0.00482462	61	54	39
img-2020-02-17-20-58-19-908.jpg	6	1084	-0.431438	-0.0558121	0.00259954	88	73	42
img-2020-02-17-20-58-19-908.jpg	7	93	-0.401642	0.0320778	0.000915618	8	7	5
img-2020-02-17-20-58-19-908.jpg	8	1166	-0.368607	-0.0105907	0.00304032	21	20	18
img-2020-02-17-20-58-19-908.jpg	9	1157	-0.454085	0.00496984	0.00300898	189	190	184
img-2020-02-17-20-58-19-908.jpg	10	1219	-0.411642	-0.0547797	0.00359997	13	9	8
img-2020-02-17-20-58-19-908.jpg	11	1095	-0.354087	-0.209385	0.00264951	75	63	38
img-2020-02-17-20-58-19-908.jpg	12	674	-0.397188	-0.104771	0.00145706	86	72	43
img-2020-02-17-20-58-19-908.jpg	13	1026	-0.389928	-0.12596	0.00233314	77	66	44
img-2020-02-17-20-58-19-908.jpg	14	1300	-0.355991	-0.117537	0.00504573	8	6	7
img-2020-02-17-20-58-19-908.jpg	15	1161	-0.389349	-0.107573	0.00302945	74	62	36
img-2020-02-17-20-58-19-908.jpg	16	1378	-0.371322	-0.115437	0.0357742	19	15	14
img-2020-02-17-20-58-19-908.jpg	17	881	-0.434911	-0.00791159	0.00187141	26	21	18
img-2020-02-17-20-58-19-908.jpg	18	1091	-0.444281	-0.0383523	0.00262638	84	69	41
img-2020-02-17-20-58-19-908.jpg	19	1111	-0.392477	-0.119821	0.00278344	79	67	45
img-2020-02-17-20-58-19-908.jpg	20	519	-0.403623	-0.0101645	0.00125083	12	11	9
img-2020-02-17-20-58-19-908.jpg	21	1000	-0.448626	0.0204328	0.00226066	97	81	60
img-2020-02-17-20-58-19-908.jpg	22	990	-0.440859	-0.0199674	0.00222453	33	25	13
img-2020-02-17-20-58-19-908.jpg	23	704	-0.434543	-0.0126675	0.0014961	16	11	11
img-2020-02-17-20-58-19-908.jpg	24	1267	-0.374836	-0.1216	0.00426832	20	17	12
img-2020-02-17-20-58-19-908.jpg	25	818	-0.358102	-0.128293	0.00168119	15	11	10
img-2020-02-17-20-58-19-908.jpg	26	1382	-0.310221	-0.184054	0.0437599	8	6	7
img-2020-02-17-20-58-19-908.jpg	27	837	-0.374624	-0.164865	0.00176436	180	179	177
img-2020-02-17-20-58-19-908.jpg	28	598	-0.435319	0.016618	0.00135321	28	23	20
img-2020-02-17-20-58-19-908.jpg	29	1047	-0.380067	-0.128307	0.00242272	67	56	28
img-2020-02-17-20-58-19-908.jpg	30	834	-0.44673	0.00597736	0.0017494	153	134	79
img-2020-02-17-20-58-19-908.jpg	31	1089	-0.386544	-0.130411	0.00262506	83	70	42
img-2020-02-17-20-58-19-908.jpg	32	1138	-0.41874	-0.0878042	0.00289673	195	196	191
img-2020-02-17-20-58-19-908.jpg	33	1014	-0.32832	-0.0634247	0.00228187	49	48	44
img-2020-02-17-20-58-19-908.jpg	34	427	-0.325442	-0.257375	0.00115082	80	69	51
img-2020-02-17-20-58-19-908.jpg	35	906	-0.450321	-0.000813544	0.00193663	89	72	44
img-2020-02-17-20-58-19-908.jpg	36	1373	-0.335849	0.0580231	0.0250689	83	82	77
img-2020-02-17-20-58-19-908.jpg	37	1105	-0.308073	-0.100789	0.00270281	12	10	11
img-2020-02-17-20-58-19-908.jpg	38	1312	-0.290197	0.0606164	0.00553993	83	78	72
img-2020-02-17-20-58-19-908.jpg	39	1122	-0.38598	-0.114607	0.00282399	66	55	32
